"","Country","Subject.Descriptor","Units","Scale","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021"
"8239","Ukraine","GDP U.S. Dollars","U.S. dollars","Billions",32.331,37.863,42.339,50.096,64.752,85.996,107.767,143.26,181.313,117.079,136.011,163.161,175.707,179.574,130.571,90.477,93.313,112.114,130.916,153.997,155.3,181.038
"8240","Ukraine","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",201.84,224.549,240.135,268.138,307.825,327.321,363.065,403.452,420.235,359.066,378.281,407.226,425.994,486.365,461.987,435.49,475.722,504.188,534.24,561.196,545.004,584.126
"8241","Ukraine","Gross domestic product, deflator","Index","",10.23,10.873,11.449,12.386,14.281,17.718,20.344,24.994,32.261,36.32,41.283,47.148,50.831,53.02,61.466,85.379,100,122.168,140.9,152.519,167.521,192.485
"8242","Ukraine","Gross domestic product per capita, constant prices","National currency","Units",35331.28,38777.26,41189.18,45464.36,51197.8,53181.59,57572.52,62662.17,64359.66,54857.14,57337.22,60660.87,60904.96,61076.65,60378.75,54684.88,56238.89,57836.24,60186.24,62485.17,60278.22,62689.18
"8243","Ukraine","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",7295.69,8007.26,8505.31,9388.11,10572.02,10981.66,11888.37,12939.35,13289.87,11327.66,11839.78,12526.09,12576.49,12611.95,12467.83,11292.09,11612.98,11942.82,12428.08,12902.8,12447.07,12944.92
"8244","Ukraine","GDP p.c. Domestic currency","National currency","Units",3614.36,4216.41,4715.74,5631.03,7311.73,9422.51,11712.39,15662.01,20763.38,19924.37,23670.8,28600.59,30958.46,32383,37112.4,46689.41,56238.89,70657.18,84802.21,95301.49,100978.78,120667.16
"8245","Ukraine","GDP p.c. U.S. Dollars","U.S. dollars","Units",664.376,784.864,885.315,1055.95,1374.75,1839.52,2319.29,3101.39,3944.72,2557.28,2982.81,3589.63,3872.53,3968.85,3053.61,2124.33,2200,2655.66,3118.27,3690.07,3741.06,4384.24
"8246","Ukraine","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",4147.65,4654.74,5021.33,5651.9,6535.5,7001.63,7813.61,8734.19,9142.82,7842.85,8295.96,8959.21,9388.77,10749.36,10804.27,10224.95,11215.91,11942.82,12724.97,13447.36,13128.73,14145.87
"8248","Ukraine","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.401,0.426,0.436,0.459,0.488,0.48,0.49,0.503,0.5,0.426,0.421,0.427,0.425,0.462,0.423,0.391,0.412,0.414,0.414,0.416,0.413,0.404
"8249","Ukraine","Implied PPP conversion rate","National currency per current international dollar","",0.871,0.906,0.939,0.996,1.119,1.346,1.499,1.793,2.271,2.54,2.853,3.192,3.297,3.013,3.435,4.566,5.014,5.916,6.664,7.087,7.691,8.53
"8250","Ukraine","Total investment","Percent of GDP","",19.794,21.813,20.191,21.943,21.096,22.507,24.543,27.781,27.393,17.068,20.873,22.437,21.716,18.489,13.396,15.933,21.724,20.749,18.588,14.89,7.515,10.251
"8251","Ukraine","Gross national savings","Percent of GDP","",23.682,25.516,27.685,27.714,31.766,25.45,23.042,24.101,20.353,15.589,18.654,16.158,13.568,9.29,9.481,17.663,20.23,18.567,15.316,12.158,11.525,9.566
"8252","Ukraine","Inflation, average consumer prices","Index","",10871673.13,12171795.75,12263987.49,12902927.67,14068871.02,15971002.72,17420464.79,19657766.63,24611788.74,28524973.5,31196306.17,33678925.09,33869340.55,33780943.69,37868272.91,56303884.05,64137482.21,73401082.84,81436069.32,87857948.11,90264859.78,98854864.04
"8253","Ukraine","Inflation, average consumer prices","Percent change","",28.203,11.959,0.757,5.21,9.036,13.52,9.076,12.843,25.201,15.9,9.365,7.958,0.565,-0.261,12.1,48.684,13.913,14.443,10.947,7.886,2.74,9.516
"8254","Ukraine","Inflation, end of period consumer prices","Index","",11725868.83,12443714.56,12372958.84,13392822.86,15041301.19,16597564.8,18526993.01,21600530.77,26419749.87,29671978.51,32370877.33,33847065.64,33778526.73,33946126.39,42388383.41,60748059.08,68257399.3,77587328.49,85173122.12,88625805.75,93050297.99,102557305.73
"8255","Ukraine","Inflation, end of period consumer prices","Percent change","",25.816,6.122,-0.569,8.243,12.309,10.347,11.625,16.59,22.311,12.31,9.096,4.56,-0.202,0.496,24.87,43.313,12.361,13.669,9.777,4.054,4.992,10.217
"8257","Ukraine","Volume of imports of goods and services","Percent change","",3.532,12.581,5.917,30.363,13.58,12.796,12.309,20.301,13.492,-41.623,15.014,21.517,1.613,-8.575,-24.991,-28.549,8.276,16.551,8.503,7.217,-4.025,9.545
"8258","Ukraine","Volume of Imports of goods","Percent change","",3.532,12.581,5.917,30.363,13.58,12.796,12.309,20.301,13.492,-41.623,15.014,21.517,1.613,-8.575,-24.991,-28.549,8.276,16.551,8.503,7.217,-4.025,9.545
"8259","Ukraine","Volume of exports of goods and services","Percent change","",16.525,6.999,6.916,14.177,18.235,-8.53,2.647,3.173,2.282,-24.226,9.293,6.162,1.441,-14.653,-10.592,-11.269,-3.478,7.977,2.24,7.174,-2.974,11.767
"8260","Ukraine","Volume of exports of goods","Percent change","",16.525,6.999,6.916,14.177,18.235,-8.53,2.647,3.173,2.282,-24.226,9.293,6.162,1.441,-14.653,-10.592,-11.269,-3.478,7.977,2.24,7.174,-2.974,11.767
"8261","Ukraine","Unemployment","Percent of total labor force","",11.483,10.789,9.629,9.057,8.588,7.185,6.81,6.351,6.363,8.843,8.097,7.856,7.529,7.172,9.275,9.143,9.45,9.65,9,8.5,9.15,9.745
"8263","Ukraine","Population","Persons","Millions",48.664,48.241,47.823,47.442,47.101,46.749,46.466,46.192,45.963,45.783,45.598,45.453,45.373,45.246,42.76,42.591,42.415,42.217,41.984,41.733,41.512,41.293
"8264","Ukraine","General government revenue","National currency","Billions",56.774,68.435,81.28,101.485,128.122,184.642,235.225,301.618,419.669,386.328,468.2,558.2,627.4,634.8,639.748,832.875,914.217,1172.03,1408.89,1566.28,1675.39,1830.69
"8265","Ukraine","General government revenue","Percent of GDP","",32.279,33.645,36.041,37.988,37.203,41.917,43.222,41.691,43.974,42.352,43.378,42.939,44.665,43.325,40.314,41.884,38.326,39.291,39.572,39.382,39.968,36.741
"8266","Ukraine","General government total expenditure","National currency","Billions",62.378,74.601,85.433,103.871,143.327,194.672,242.652,315.852,449.625,443.536,530.5,594.1,687.9,704.9,710.524,855.939,967.38,1240.45,1485.44,1644.5,1927.84,2055.07
"8267","Ukraine","General government total expenditure","Percent of GDP","",35.465,36.676,37.882,38.881,41.618,44.194,44.587,43.658,47.113,48.623,49.15,45.7,48.972,48.11,44.774,43.043,40.555,41.585,41.722,41.348,45.99,41.244
"8268","Ukraine","General government net lending/borrowing","National currency","Billions",-5.604,-6.166,-4.152,-2.386,-15.205,-10.03,-7.427,-14.233,-29.956,-57.208,-62.3,-35.9,-60.5,-70.1,-70.776,-23.064,-53.163,-68.422,-76.544,-78.214,-252.445,-224.38
"8269","Ukraine","General government net lending/borrowing","Percent of GDP","",-3.186,-3.031,-1.841,-0.893,-4.415,-2.277,-1.365,-1.967,-3.139,-6.272,-5.772,-2.762,-4.307,-4.784,-4.46,-1.16,-2.229,-2.294,-2.15,-1.967,-6.022,-4.503
"8270","Ukraine","General government structural balance","National currency","Billions",NA,NA,NA,-3.268,-21.256,-9.032,-10.472,-26.317,-33.349,-22.134,-30.689,-40.571,-62.821,-70.976,-48.221,-29.019,-49.024,-53.563,-83.474,-72.449,-223.229,-201.631
"8271","Ukraine","General government structural balance","Percent of potential GDP","",NA,NA,NA,-1.221,-6.411,-2.056,-1.976,-3.868,-3.7,-2.231,-2.724,-3.157,-4.489,-4.828,-3.017,-1.391,-2.003,-1.754,-2.339,-1.815,-5.165,-3.997
"8272","Ukraine","General government primary net lending/borrowing","National currency","Billions",-0.312,-2.106,-1.198,0.259,-11.994,-6.718,-3.987,-10.554,-25.05,-46.562,-44.7,-10.3,-33.5,-34.2,-18.293,59.725,44.524,43.273,40.393,42.564,-130.248,-63.717
"8273","Ukraine","General government primary net lending/borrowing","Percent of GDP","",-0.177,-1.035,-0.531,0.097,-3.483,-1.525,-0.733,-1.459,-2.625,-5.104,-4.141,-0.792,-2.385,-2.334,-1.153,3.003,1.867,1.451,1.135,1.07,-3.107,-1.279
"8276","Ukraine","General government gross debt","National currency","Billions",77.02,74.629,75.729,78.489,85.401,78.147,80.549,88.745,194.812,323.141,438.493,479.38,527.334,593.681,1115.87,1580.95,1896.67,2136.36,2151.29,2008.18,2547.98,2710.16
"8277","Ukraine","General government gross debt","Percent of GDP","",43.79,36.69,33.58,29.38,24.798,17.741,14.801,12.267,20.413,35.425,40.626,36.876,37.542,40.519,70.317,79.503,79.513,71.62,60.424,50.492,60.784,54.391
"8278","Ukraine","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",175.888,203.403,225.521,267.148,344.386,440.495,544.225,723.464,954.356,912.19,1079.35,1299.99,1404.67,1465.2,1586.92,1988.54,2385.37,2982.92,3560.3,3977.2,4191.86,4982.71
"8279","Ukraine","Current account balance","U.S. dollars","Billions",1.481,1.402,3.173,2.891,6.909,2.531,-1.617,-5.272,-12.763,-1.732,-3.018,-10.245,-14.315,-16.518,-5.113,1.565,-1.394,-2.446,-4.284,-4.208,6.228,-1.24
"8280","Ukraine","Current account balance","Percent of GDP","",4.581,3.703,7.494,5.771,10.67,2.943,-1.5,-3.68,-7.039,-1.479,-2.219,-6.279,-8.147,-9.199,-3.916,1.73,-1.494,-2.182,-3.272,-2.733,4.01,-0.685
"8281","United Arab Emirates","Gross domestic product, constant prices","National currency","Billions",727.782,737.129,755.398,821.973,900.693,944.528,1037.39,1070.91,1105.33,1047.54,1064.24,1138,1189.03,1249.12,1302.64,1369.15,1411.06,1444.55,1461.74,1511.61,1418.88,1450.62
"8282","United Arab Emirates","Gross domestic product, constant prices","Percent change","",12.329,1.284,2.478,8.813,9.577,4.867,9.831,3.231,3.215,-5.229,1.595,6.93,4.485,5.053,4.284,5.106,3.061,2.374,1.19,3.412,-6.135,2.237
"8283","United Arab Emirates","GDP Domestic Currency","National currency","Billions",381.549,379.412,403.3,456.662,542.885,663.318,815.723,947.197,1158.58,931.153,1064.24,1287.82,1375.68,1432.67,1480.52,1315.25,1311.25,1416.14,1550.59,1532.22,1317.95,1506.31
"8284","United Arab Emirates","GDP U.S. Dollars","U.S. dollars","Billions",103.893,103.312,109.816,124.346,147.824,180.617,222.117,257.916,315.475,253.547,289.787,350.666,374.591,390.108,403.137,358.135,357.045,385.605,422.215,417.216,358.869,410.158
"8285","United Arab Emirates","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",307.829,318.806,331.8,368.168,414.257,448.041,507.273,537.816,565.75,539.606,554.8,605.575,631.707,647.296,678.339,601.179,598.811,637.385,660.376,695.121,660.342,699.444
"8286","United Arab Emirates","Gross domestic product, deflator","Index","",52.426,51.472,53.389,55.557,60.274,70.227,78.633,88.448,104.817,88.889,100,113.165,115.698,114.694,113.656,96.063,92.927,98.033,106.078,101.364,92.887,103.839
"8287","United Arab Emirates","Gross domestic product per capita, constant prices","National currency","Units",242999,232752.99,225559.24,231476.44,239482.32,230012.21,206964.65,172199.07,136906.67,127748.82,128779.7,135572.64,139452.79,144217.74,148046.33,153166.11,154701.37,155256.44,156054.64,159053.7,152856.35,153981.13
"8288","United Arab Emirates","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",107219.5,102698.61,99524.48,102135.35,105667.82,101489.29,91319.91,75980.14,60407.92,56367.17,56822.02,59819.31,61531.36,63633.82,65323.13,67582.15,68259.56,68504.47,68856.67,70179.96,67445.47,67941.76
"8289","United Arab Emirates","GDP p.c. Domestic currency","National currency","Units",127395.27,119801.7,120423.89,128601.08,144345.8,161531.58,162741.52,152306.83,143501.88,113555.26,128779.65,153421.26,161343.59,165409.65,168263.18,147136.69,143758.8,152202.69,165540.03,161223.3,141983.17,159892.16
"8290","United Arab Emirates","GDP p.c. U.S. Dollars","U.S. dollars","Units",34688.98,32621.29,32790.71,35017.31,39304.51,43984.09,44313.55,41472.25,39074.71,30920.43,35065.94,41775.7,43932.9,45040.07,45817.07,40064.45,39144.67,41443.89,45075.57,43900.15,38661.18,43537.69
"8291","United Arab Emirates","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",102780.87,100665.09,99074.25,103680.04,110145.35,109107.29,101203.91,86479.41,70073.85,65805.59,67133.97,72143.64,74088.15,74733.86,77094.16,67253.73,65650.72,68504.47,70501.54,73141.9,71139.08,74244.99
"8293","United Arab Emirates","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.612,0.605,0.603,0.63,0.656,0.657,0.685,0.671,0.673,0.64,0.618,0.635,0.63,0.615,0.622,0.54,0.518,0.524,0.512,0.515,0.5,0.484
"8294","United Arab Emirates","Implied PPP conversion rate","National currency per current international dollar","",1.239,1.19,1.215,1.24,1.311,1.48,1.608,1.761,2.048,1.726,1.918,2.127,2.178,2.213,2.183,2.188,2.19,2.222,2.348,2.204,1.996,2.154
"8295","United Arab Emirates","Total investment","Percent of GDP","",22.608,22.502,22.546,22.13,19.978,20.167,19.271,25.199,25.098,31.633,27.121,23.161,21.885,19.258,22.168,25.639,26.02,25.296,23.512,22.464,22.19,25.426
"8296","United Arab Emirates","Gross national savings","Percent of GDP","",38.772,31.575,25.864,27.914,26.419,33.337,36.594,33.05,32.16,34.729,31.33,35.571,41.4,38.025,35.685,30.54,29.717,32.427,33.104,30.942,25.27,35.091
"8297","United Arab Emirates","Inflation, average consumer prices","Index","",142.9,146.901,151.188,155.904,163.763,173.909,190.057,211.206,237.124,240.828,242.942,245.074,246.697,249.413,255.265,265.654,269.951,275.261,283.708,278.228,272.457,277.968
"8298","United Arab Emirates","Inflation, average consumer prices","Percent change","",1.348,2.8,2.918,3.119,5.041,6.195,9.285,11.128,12.272,1.562,0.878,0.877,0.662,1.101,2.346,4.07,1.617,1.967,3.069,-1.931,-2.074,2.023
"8299","United Arab Emirates","Inflation, end of period consumer prices","Index","",145.6,149.6,153.83,157.028,164.944,174.887,195.921,217.969,237.158,237.632,241.725,242.101,243.557,247.071,254.751,263.912,268.181,273.455,281.847,276.403,270.67,276.145
"8300","United Arab Emirates","Inflation, end of period consumer prices","Percent change","",2.535,2.747,2.828,2.079,5.041,6.028,12.027,11.253,8.804,0.2,1.722,0.156,0.601,1.443,3.108,3.596,1.617,1.967,3.069,-1.931,-2.074,2.023
"8302","United Arab Emirates","Volume of imports of goods and services","Percent change","",9.302,9.872,14.016,14.57,25.138,13.166,11.166,39.217,20.619,-13.486,0.4,11.563,10.682,9.802,12.265,2.498,4.45,0.791,-4.747,-2.484,-17.807,1.149
"8303","United Arab Emirates","Volume of Imports of goods","Percent change","",9.995,11.995,12.216,16.051,27.175,11.216,9.208,41.986,24.47,-13.742,-0.063,13.186,11.161,9.941,5.129,2.136,4.123,0.976,-5.897,-2.958,-11.233,-1.155
"8304","United Arab Emirates","Volume of exports of goods and services","Percent change","",19.9,3.886,7.856,20.441,20.296,16.048,14.925,16.316,18.68,-10.549,7.534,19.246,17.25,7.843,4.883,3.065,6.696,1.004,-4.67,0.067,-13.245,2.159
"8305","United Arab Emirates","Volume of exports of goods","Percent change","",21.389,3.37,7.757,21.401,21.285,15.202,14.239,16.527,19.258,-11.643,5.894,20.769,17.553,7.418,-5.227,0.305,4.939,0.797,-4.584,-0.774,-7.56,0.282
"8308","United Arab Emirates","Population","Persons","Millions",2.995,3.167,3.349,3.551,3.761,4.106,5.012,6.219,8.074,8.2,8.264,8.394,8.526,8.661,8.799,8.939,9.121,9.304,9.367,9.504,9.282,9.421
"8309","United Arab Emirates","General government revenue","National currency","Billions",122.726,100.293,81.043,102.3,130.873,210.476,291.843,329.419,458.651,268.826,348.875,469.887,524.78,554.761,518.752,381.376,378.476,404.413,477.564,476.472,362.463,463.064
"8310","United Arab Emirates","General government revenue","Percent of GDP","",32.165,26.434,20.095,22.402,24.107,31.731,35.777,34.778,39.587,28.87,32.781,36.487,38.147,38.722,35.038,28.996,28.864,28.557,30.799,31.097,27.502,30.742
"8311","United Arab Emirates","General government total expenditure","National currency","Billions",82.407,95.72,86.035,91.561,96.131,104.431,127.475,167.224,254.308,325.875,343.013,401.43,400.893,434.489,490.458,425.612,415.446,428.21,448.105,467.368,436.815,471.13
"8312","United Arab Emirates","General government total expenditure","Percent of GDP","",21.598,25.229,21.333,20.05,17.707,15.744,15.627,17.655,21.95,34.997,32.231,31.171,29.141,30.327,33.127,32.36,31.683,30.238,28.899,30.503,33.144,31.277
"8313","United Arab Emirates","General government net lending/borrowing","National currency","Billions",40.319,4.573,-4.992,10.739,34.743,106.045,164.368,162.195,204.343,-57.048,5.862,68.457,123.888,120.272,28.293,-44.236,-36.969,-23.797,29.459,9.104,-74.352,-8.066
"8314","United Arab Emirates","General government net lending/borrowing","Percent of GDP","",10.567,1.205,-1.238,2.352,6.4,15.987,20.15,17.124,17.637,-6.127,0.551,5.316,9.006,8.395,1.911,-3.363,-2.819,-1.68,1.9,0.594,-5.641,-0.535
"8317","United Arab Emirates","General government primary net lending/borrowing","National currency","Billions",40.575,4.926,-4.879,10.76,35.045,106.29,164.38,162.261,204.725,-55.402,9.335,70.823,128.208,126.18,32.368,-41.445,-34.984,-21.872,33.123,13.635,-67.637,-0.731
"8318","United Arab Emirates","General government primary net lending/borrowing","Percent of GDP","",10.634,1.298,-1.21,2.356,6.455,16.024,20.151,17.131,17.67,-5.95,0.877,5.499,9.32,8.807,2.186,-3.151,-2.668,-1.544,2.136,0.89,-5.132,-0.049
"8321","United Arab Emirates","General government gross debt","National currency","Billions",11.8,10.205,13.822,15.216,22.148,29.727,41.208,84.211,103.683,196.809,207.244,276.459,291.779,229.453,210.154,218.994,253.934,306.216,324.166,415.019,518.763,562.152
"8322","United Arab Emirates","General government gross debt","Percent of GDP","",3.093,2.69,3.427,3.332,4.08,4.481,5.052,8.891,8.949,21.136,19.473,21.467,21.21,16.016,14.195,16.65,19.366,21.623,20.906,27.086,39.362,37.32
"8323","United Arab Emirates","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",381.549,379.412,403.3,456.662,542.885,663.318,815.723,947.197,1158.58,931.153,1064.24,1287.82,1375.68,1432.67,1480.52,1315.25,1311.25,1416.14,1550.59,1532.22,1317.95,1506.31
"8324","United Arab Emirates","Current account balance","U.S. dollars","Billions",16.794,9.373,3.644,7.193,9.508,23.787,38.478,20.249,22.278,7.848,12.196,43.517,73.101,73.213,54.491,17.551,13.2,27.5,40.499,35.372,11.055,39.642
"8325","United Arab Emirates","Current account balance","Percent of GDP","",16.165,9.072,3.318,5.784,6.432,13.17,17.323,7.851,7.062,3.095,4.209,12.41,19.515,18.767,13.517,4.901,3.697,7.132,9.592,8.478,3.081,9.665
"8326","United Kingdom","Gross domestic product, constant prices","National currency","Billions",1578.12,1621.21,1656.53,1711.56,1750.69,1802.44,1850.99,1894.68,1889.4,1811.67,1849.25,1872.84,1899.63,1941.16,1996.73,2043.91,2079.11,2115.3,2141.79,2172.51,1958.59,2091.04
"8327","United Kingdom","Gross domestic product, constant prices","Percent change","",3.506,2.73,2.179,3.322,2.286,2.956,2.694,2.361,-0.279,-4.114,2.074,1.276,1.43,2.186,2.863,2.363,1.722,1.74,1.253,1.434,-9.847,6.763
"8328","United Kingdom","GDP Domestic Currency","National currency","Billions",1095.9,1138.38,1187.67,1256.19,1317.46,1393.04,1470.72,1546.09,1589.26,1548.51,1606.03,1660.14,1711.77,1780.34,1863.01,1919.64,1994.71,2068.76,2141.79,2218.44,2112.04,2235.6
"8329","United Kingdom","GDP U.S. Dollars","U.S. dollars","Billions",1661.34,1639.08,1782.89,2052.79,2413.13,2535.64,2709.83,3094.59,2952.33,2421.02,2484.02,2660.79,2704.5,2785.06,3067.12,2933.43,2703.24,2664.71,2860.98,2833.3,2709.68,3108.42
"8330","United Kingdom","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",1574.82,1654.26,1716.65,1808.68,1899.7,2017.18,2135.44,2244.92,2281.59,2201.75,2274.43,2351.3,2439.69,2560.72,2667.37,2772.58,2896.46,3032.78,3144.12,3246.27,2961.89,3276.14
"8331","United Kingdom","Gross domestic product, deflator","Index","",69.443,70.218,71.696,73.394,75.254,77.286,79.456,81.601,84.114,85.474,86.848,88.643,90.111,91.715,93.303,93.92,95.941,97.8,100,102.114,107.835,106.913
"8332","United Kingdom","Gross domestic product per capita, constant prices","National currency","Units",26799.6,27425.58,27903.7,28699.62,29202.5,29835.22,30430.39,30898.78,30560.96,29098.02,29465.38,29593.71,29819.1,30280.4,30910.49,31391.63,31670.62,32030.53,32238.43,32524.08,29197.4,31079.09
"8333","United Kingdom","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",38423.58,39321.07,40006.58,41147.71,41868.72,42775.87,43629.18,44300.73,43816.4,41718.92,42245.61,42429.61,42752.76,43414.13,44317.53,45007.35,45407.35,45923.36,46221.43,46630.99,41861.41,44559.25
"8334","United Kingdom","GDP p.c. Domestic currency","National currency","Units",18610.54,19257.61,20005.91,21063.9,21975.96,23058.58,24178.72,25213.8,25706.18,24871.32,25589.98,26232.77,26870.26,27771.75,28840.47,29483.04,30384.96,31325.82,32238.43,33211.66,31484.91,33227.57
"8335","United Kingdom","GDP p.c. U.S. Dollars","U.S. dollars","Units",28212.73,27727.89,30032.21,34421.36,40252.45,41971.8,44549.73,50467.11,47753.72,38885.08,39579.62,42044.62,42453.47,43444.63,47480.8,45053.49,41177.83,40349.87,43063.74,42416.6,40394.13,46200.26
"8336","United Kingdom","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",26743.49,27984.75,28916.38,30328.19,31688,33389.82,35106.75,36610.46,36904.59,35363.19,36240.06,37154.16,38296.71,39945.1,41292.5,42583.08,44121.08,45923.36,47325.59,48599.05,44153.92,48693.18
"8337","United Kingdom","Output gap in percent of potential GDP","Percent of potential GDP","",0.671,0.619,0.185,0.998,0.946,1.784,2.687,3.612,2.164,-2.997,-2.033,-2.021,-2.076,-1.572,-0.514,0.046,0.029,0.207,0.036,0.106,-4.283,-2.13
"8338","United Kingdom","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",3.13,3.14,3.119,3.097,3.009,2.957,2.884,2.801,2.714,2.612,2.532,2.467,2.432,2.433,2.444,2.49,2.506,2.491,2.437,2.406,2.244,2.265
"8339","United Kingdom","Implied PPP conversion rate","National currency per current international dollar","",0.696,0.688,0.692,0.695,0.694,0.691,0.689,0.689,0.697,0.703,0.706,0.706,0.702,0.695,0.698,0.692,0.689,0.682,0.681,0.683,0.713,0.682
"8340","United Kingdom","Total investment","Percent of GDP","",18.342,18.055,18.036,17.575,17.395,17.564,17.895,18.305,17.421,14.907,16.197,15.755,15.949,16.154,17.389,17.72,17.847,18.166,17.765,18.34,17.221,17.099
"8341","United Kingdom","Gross national savings","Percent of GDP","",16.028,15.914,15.872,15.776,15.055,15.581,15.035,14.919,13.458,11.575,13.088,13.944,12.451,11.262,12.51,12.697,12.413,14.397,14.084,15.246,13.508,13.733
"8342","United Kingdom","Inflation, average consumer prices","Index","",72.685,73.582,74.508,75.523,76.538,78.112,79.931,81.788,84.733,86.568,89.423,93.415,96.057,98.521,99.96,100,100.66,103.361,105.922,107.819,108.736,111.119
"8343","United Kingdom","Inflation, average consumer prices","Percent change","",0.796,1.234,1.259,1.362,1.344,2.057,2.329,2.323,3.602,2.165,3.298,4.464,2.828,2.565,1.461,0.04,0.66,2.683,2.478,1.791,0.851,2.191
"8344","United Kingdom","Inflation, end of period consumer prices","Index","",73.08,73.826,74.951,75.937,77.027,78.666,80.802,82.514,85.715,87.533,90.492,94.683,97.176,99.185,100.091,100.147,101.357,104.43,106.812,108.332,108.913,112.725
"8345","United Kingdom","Inflation, end of period consumer prices","Percent change","",0.955,1.021,1.524,1.315,1.436,2.127,2.715,2.119,3.88,2.121,3.38,4.631,2.634,2.067,0.913,0.056,1.208,3.032,2.281,1.423,0.536,3.5
"8347","United Kingdom","Volume of imports of goods and services","Percent change","",9.412,6.156,5.27,1.866,6.22,6.91,10.326,-3.124,-2.355,-8.009,7.921,1.632,1.953,3.077,3.349,5.412,3.947,2.648,2.72,2.734,-17.813,1.612
"8348","United Kingdom","Volume of Imports of goods","Percent change","",10.729,6.939,4.933,0.88,5.692,7.483,12.337,-4.638,-2.996,-8.962,10.9,1.837,1.56,3.113,2.28,3.952,4.271,2.276,0.258,2.149,-14.828,5.319
"8349","United Kingdom","Volume of exports of goods and services","Percent change","",8.932,2.188,1.081,2.329,4.657,7.894,12.722,-2.013,0.392,-8.388,5.823,7.224,0.641,0.855,0.236,2.799,2.741,5.408,3.03,2.658,-16.413,0.368
"8350","United Kingdom","Volume of exports of goods","Percent change","",9.714,2.078,0.395,-1.269,1.235,8.183,14.469,-9.468,0.212,-10.822,10.398,6.56,-0.659,-0.607,0.406,3.585,-0.088,6.423,0.378,4.618,-14.876,3.82
"8351","United Kingdom","Unemployment","Percent of total labor force","",5.45,5.1,5.2,5,4.75,4.825,5.425,5.35,5.725,7.625,7.9,8.1,7.975,7.575,6.2,5.375,4.875,4.425,4.075,3.825,4.525,4.975
"8352","United Kingdom","Employment","Persons","Millions",27.484,27.712,27.944,28.221,28.53,28.85,29.138,29.378,29.629,29.156,29.229,29.378,29.697,30.043,30.754,31.285,31.744,32.057,32.439,32.799,32.529,32.337
"8353","United Kingdom","Population","Persons","Millions",58.886,59.113,59.366,59.637,59.95,60.413,60.827,61.319,61.824,62.261,62.76,63.285,63.705,64.106,64.597,65.11,65.648,66.04,66.436,66.797,67.081,67.281
"8354","United Kingdom","General government revenue","National currency","Billions",388.415,399.346,404.608,427.929,461.189,493.517,523.91,554.716,569.971,535.02,570.611,599.901,617.616,649.244,663.824,686.277,723.812,762.179,787.735,811.016,772.597,801.249
"8355","United Kingdom","General government revenue","Percent of GDP","",35.443,35.08,34.067,34.066,35.006,35.427,35.623,35.879,35.864,34.551,35.529,36.136,36.081,36.467,35.632,35.75,36.287,36.842,36.779,36.558,36.581,35.841
"8356","United Kingdom","General government total expenditure","National currency","Billions",373.555,396.673,426.883,467.02,501.431,537.096,564.449,595.594,651.431,690.513,718.86,724.044,747.916,747.209,766.88,773.492,789.14,812.196,835.391,862.293,1037.2,1067.16
"8357","United Kingdom","General government total expenditure","Percent of GDP","",34.087,34.846,35.943,37.178,38.06,38.556,38.379,38.523,40.99,44.592,44.76,43.613,43.693,41.97,41.164,40.294,39.562,39.26,39.004,38.869,49.109,47.735
"8358","United Kingdom","General government net lending/borrowing","National currency","Billions",14.86,2.673,-22.275,-39.091,-40.242,-43.579,-40.539,-40.878,-81.46,-155.493,-148.249,-124.143,-130.3,-97.965,-103.056,-87.215,-65.328,-50.017,-47.656,-51.277,-264.602,-265.91
"8359","United Kingdom","General government net lending/borrowing","Percent of GDP","",1.356,0.235,-1.876,-3.112,-3.055,-3.128,-2.756,-2.644,-5.126,-10.041,-9.231,-7.478,-7.612,-5.503,-5.532,-4.543,-3.275,-2.418,-2.225,-2.311,-12.528,-11.894
"8360","United Kingdom","General government structural balance","National currency","Billions",10.943,-2.373,-24.841,-45.846,-49.093,-58.675,-65.555,-77.127,-110.011,-138.932,-122.304,-100.619,-105.608,-76.603,-92.436,-85.724,-65.889,-52.376,-49.491,-52.386,30.427,-129.311
"8361","United Kingdom","General government structural balance","Percent of potential GDP","",0.997,-0.207,-2.069,-3.649,-3.714,-4.238,-4.527,-5.111,-7.023,-8.643,-7.389,-5.91,-5.987,-4.195,-4.905,-4.433,-3.269,-2.516,-2.291,-2.344,1.38,-5.595
